ts,REFERENCE_PRICE,STRATEGY1,STRATEGY2,STRATEGY3
17:29.5,103.290208,103.449812,103.434663,103.455311
17:34.7,103.238038,103.47184,103.452335,103.473638
17:39.4,103.313876,103.460616,103.490858,103.46886
17:44.7,103.314362,103.415153,103.441636,103.452979
17:48.5,103.303031,103.449417,103.45376,103.46773
17:54.2,103.301959,103.44125,103.436814,103.440076
17:59.6,103.302373,103.47944,103.479357,103.470584
18:04.8,103.316132,103.449305,103.45679,103.442334
18:10.0,103.287413,103.502428,103.411654,103.442016
18:14.9,103.304957,103.443317,103.443886,103.458224
18:19.3,103.29845,103.444309,103.406297,103.402475
18:24.6,103.270999,103.448588,103.439452,103.452285
18:29.8,103.319721,103.485243,103.464883,103.470793
18:34.1,103.317173,103.459591,103.447609,103.461328
18:39.8,103.264317,103.454228,103.424254,103.416554
18:44.7,103.312285,103.438899,103.408416,103.419953
18:48.6,103.303581,103.402404,103.448568,103.55657
18:55.0,103.195836,103.487588,103.447657,103.504189
18:59.4,103.3089,103.406249,103.35377,103.40132
19:05.0,103.346056,103.450614,103.431068,103.439444
19:09.9,103.279152,103.484174,103.398974,103.448191
19:15.0,103.287029,103.418708,103.45107,103.44703
19:19.3,103.365984,103.459572,103.440553,103.45374
19:24.9,103.327738,103.460854,103.453147,103.472675
19:29.5,103.312937,103.458087,103.466498,103.481856
19:34.9,103.342024,103.454609,103.455668,103.453654
19:38.9,103.281871,103.479834,103.458464,103.441653
19:43.9,103.408763,103.422193,103.455593,103.418477
19:49.9,103.294239,103.465102,103.404576,103.450265
19:54.8,103.336981,103.405141,103.474774,103.451396
19:59.7,103.318009,103.46061,103.45448,103.4736
20:04.6,103.315514,103.48387,103.451794,103.447635
20:09.4,103.355478,103.435828,103.455079,103.427458
20:14.7,103.325806,103.458642,103.444795,103.435558
20:19.8,103.275885,103.447069,103.47771,103.447635
20:24.1,103.322199,103.484167,103.442759,103.417913
20:29.5,103.299736,103.449233,103.467977,103.453774
20:35.0,103.367978,103.459584,103.439845,103.464999
20:39.5,103.307981,103.428665,103.444771,103.447094
20:44.9,103.336961,103.443204,103.454935,103.451784
20:49.6,103.307297,103.499343,103.436386,103.403882
20:54.3,103.319532,103.33536,103.44785,103.450491
20:59.6,103.304636,103.478041,103.456854,103.438155
21:03.9,103.318603,103.463763,103.416732,103.476547
21:09.8,103.314872,103.477423,103.45085,103.460864
21:14.9,103.299531,103.436472,103.473656,103.444961
21:18.6,103.271874,103.490065,103.467724,103.449504
21:25.0,103.308614,103.482198,103.463358,103.465938
21:29.2,103.284101,103.441098,103.448049,103.458284
21:34.8,103.355297,103.434189,103.506171,103.493705
21:39.2,103.276789,103.451705,103.46331,103.449927
21:45.0,103.314275,103.49537,103.453861,103.467748
21:49.7,103.304324,103.446955,103.456939,103.454971
21:54.6,103.332478,103.477615,103.489689,103.534737
21:59.9,103.33057,103.449059,103.452824,103.488153
22:04.9,103.307631,103.449,103.426567,103.481358
22:09.5,103.261673,103.443302,103.438973,103.478544
22:14.9,103.357286,103.492549,103.420552,103.507784
22:19.1,103.325017,103.458775,103.425727,103.463283
22:24.1,103.250188,103.470734,103.523447,103.465931
22:29.3,103.319519,103.435239,103.476453,103.456503
22:34.6,103.331925,103.401252,103.488857,103.467987
22:39.3,103.339479,103.460024,103.471545,103.458807
22:44.9,103.282229,103.433392,103.553274,103.497747
22:49.7,103.376558,103.447897,103.428015,103.460948
22:53.2,103.31356,103.442811,103.403109,103.486727
22:58.6,103.343427,103.459279,103.407712,103.456771
23:04.2,103.311844,103.465408,103.449373,103.49451
23:10.0,103.331119,103.46425,103.469971,103.467196
23:14.4,103.325852,103.466144,103.464794,103.409612
23:19.0,103.298147,103.437477,103.456501,103.493028
23:24.5,103.295247,103.432946,103.481843,103.470109
23:29.2,103.31954,103.468817,103.502312,103.479275
23:35.0,103.321072,103.45952,103.503522,103.485363
23:40.0,103.350398,103.466997,103.445577,103.503048
23:43.7,103.331841,103.441601,103.45932,103.521434
23:49.4,103.342244,103.474554,103.462498,103.400276
23:54.9,103.277115,103.469391,103.421117,103.502513
24:00.0,103.343999,103.468814,103.409475,103.446206
24:04.5,103.335802,103.414401,103.445349,103.500056
24:09.8,103.321749,103.533339,103.463673,103.521957
24:14.9,103.317631,103.469011,103.42949,103.47061
24:19.8,103.314404,103.455171,103.492551,103.477104
24:24.6,103.336399,103.531491,103.464146,103.508912
24:29.8,103.268222,103.411053,103.449271,103.47514
24:34.9,103.350708,103.454172,103.428045,103.442472
,,,,
24:44.6,103.280818,103.484405,103.452008,103.471488
24:50.0,103.308711,103.438858,103.447278,103.457951
24:54.2,103.318031,103.412835,103.32523,103.447504
24:58.6,103.309976,103.474807,103.432286,103.400486
25:04.7,103.316527,103.430505,103.495773,103.490788
25:09.9,103.320133,103.464745,103.45059,103.483059
25:14.9,103.260125,103.491084,103.457594,103.456772
25:19.6,103.330688,103.431366,103.495647,103.444743
25:25.0,103.339797,103.43826,103.48024,103.461286
25:29.9,103.354524,103.459641,103.495087,103.485425
25:34.9,103.356008,103.466474,103.464247,103.491117
25:40.0,103.313643,103.471018,103.574418,103.468563
25:44.2,103.338127,103.472026,103.488948,103.475108
25:49.4,103.344682,103.483304,103.536172,103.455395
25:54.6,103.383154,103.456909,103.476521,103.468019
25:59.9,103.316805,103.451701,103.459129,103.490714
26:04.7,103.335341,103.427459,103.478765,103.463176
26:09.3,103.304169,103.479392,103.483977,103.459423
26:14.3,103.350866,103.454106,103.422235,103.39724
26:20.0,103.28212,103.448616,103.383717,103.459446
26:24.8,103.330591,103.50033,103.469887,103.427533
26:30.0,103.306425,103.482309,103.434619,103.40121
26:34.7,103.32361,103.476561,103.450557,103.493944
26:39.6,103.335813,103.592064,103.454966,103.488197
26:45.0,103.344373,103.455818,103.483141,103.500118
26:49.5,103.330336,103.470906,103.521092,103.471013
26:54.9,103.339243,103.520619,103.429898,103.446183
26:59.8,103.3228,103.491075,103.465536,103.47136
27:05.0,103.338039,103.475026,103.449226,103.480793
27:09.8,103.332153,103.464396,103.447865,103.514753
27:14.8,103.320333,103.477625,103.453151,103.480989
27:19.0,103.368687,103.444698,103.446889,103.480617
27:24.5,103.33503,103.496651,103.479539,103.467783
27:29.9,103.363881,103.47104,103.458288,103.499393
27:34.7,103.358152,103.457422,103.461848,103.503142
27:39.4,103.37421,103.467487,103.508786,103.47964
27:44.5,103.283295,103.467137,103.484786,103.479078
27:49.4,103.34098,103.517669,103.444132,103.468972
27:54.9,103.301575,103.436644,103.499934,103.44338
28:00.0,103.25445,103.491168,103.46331,103.504538
28:04.4,103.373735,103.460721,103.477158,103.494844
28:09.7,103.355792,103.47032,103.46746,103.485857
28:14.9,103.27674,103.474288,103.416827,103.481892
28:19.1,103.357779,103.440314,103.470662,103.459946
28:24.8,103.320184,103.454078,103.474188,103.483381
28:29.6,103.341263,103.474338,103.467843,103.457138
28:34.4,103.335434,103.469636,103.423658,103.447133
28:39.9,103.343429,103.469307,103.462475,103.494058
28:44.5,103.379626,103.472713,103.436347,103.489009
28:50.0,103.328838,103.473303,103.460543,103.51069
28:54.4,103.278643,103.489861,103.473974,103.41201
28:59.3,103.330203,103.480407,103.419852,103.479013
29:04.6,103.333335,103.469634,103.473196,103.49023
29:09.8,103.444745,103.469201,103.506568,103.452216
29:13.3,103.321855,103.510678,103.542647,103.492661
29:19.5,103.323581,103.431356,103.464066,103.432565
29:24.6,103.332695,103.529244,103.457364,103.510006
29:29.9,103.360748,103.497351,103.438206,103.433493
29:34.8,103.327204,103.471719,103.469714,103.470094
29:39.8,103.330326,103.483354,103.494963,103.477052
29:44.7,103.371797,103.476232,103.459021,103.449066
29:49.5,103.317071,103.499858,103.447052,103.455626
29:54.9,103.421389,103.464384,103.473581,103.49898
29:59.6,103.321801,103.409196,103.477078,103.40206
30:04.6,103.328006,103.486238,103.407741,103.465289
30:09.9,103.326869,103.415463,103.473078,103.481328
30:14.8,103.32432,103.479386,103.57545,103.470838
30:19.9,103.322563,103.478265,103.4734,103.458816
30:24.5,103.318405,103.473467,103.505357,103.477854
30:30.0,103.300187,103.49214,103.464726,103.469046
30:34.9,103.358867,103.480056,103.515051,103.465112
30:39.4,103.314041,103.432364,103.438086,103.489831
30:42.7,103.299558,103.465697,103.469058,103.508757
30:49.9,103.308196,103.466601,103.459511,103.468646
30:54.9,103.328866,103.481319,103.443052,103.490607
30:59.8,103.337896,103.482347,103.445194,103.465109
31:04.6,103.329623,103.484721,103.490956,103.462247
31:08.6,103.356157,103.438569,103.456267,103.432055
31:14.7,103.33829,103.465949,103.481808,103.49615
31:19.6,103.308566,103.465662,103.453473,103.426012
31:23.5,103.331746,103.490891,103.510249,103.390545
31:29.0,103.339772,103.471742,103.368169,103.436768
31:34.6,103.320574,103.46973,103.490055,103.439054
31:39.7,103.332013,103.44676,103.500553,103.470332
31:45.0,103.312654,103.4508,103.510861,103.47145
31:49.4,103.342615,103.459531,103.47045,103.468992
31:54.7,103.339247,103.457136,103.511282,103.477531
31:59.9,103.337877,103.452771,103.460559,103.461551
32:04.5,103.324768,103.449483,103.424318,103.485772
32:09.9,103.339824,103.488773,103.508152,103.468234
32:15.0,103.329613,103.426645,103.444384,103.464895
32:19.9,103.254618,103.459405,103.473793,103.493472
32:24.8,103.331541,103.473166,103.522159,103.462288
32:29.9,103.323557,103.441102,103.454308,103.47572
32:34.1,103.36372,103.51503,103.464319,103.481673
32:39.7,103.321974,103.482901,103.473748,103.474338
32:44.1,103.301222,103.425993,103.477626,103.493057
32:49.9,103.359057,103.46274,103.469237,103.564758
32:53.6,103.377156,103.472904,103.450846,
32:58.3,103.340417,103.485807,103.494578,103.403798
33:04.7,103.335131,103.494488,103.475054,103.48609
33:09.9,103.309867,103.492169,103.452774,103.516869
33:14.5,103.356132,103.45041,103.429988,103.488011
33:19.9,103.340944,103.474389,103.439882,103.440535
33:23.4,103.295494,103.475092,103.474991,103.452502
33:29.8,103.342903,103.424343,103.477278,103.472563
33:34.6,103.332666,103.435141,103.486327,103.488909
33:39.5,103.33002,103.489178,103.441363,103.50814
33:45.0,103.349335,103.475911,103.518821,103.468958
33:49.3,103.33062,103.502895,103.442366,103.467887
33:55.0,103.369199,103.479067,103.492586,103.476998
33:59.7,103.319725,103.4765,103.438187,103.458145
34:04.5,103.339168,103.479403,103.477458,103.536393
34:09.8,103.335376,103.46137,103.484399,103.469217
34:14.5,103.306732,103.398435,103.47548,103.516217
34:19.2,103.32508,103.472473,103.478466,103.480931
34:24.8,103.3556,103.543222,103.50239,103.512656
34:29.8,103.342162,103.434247,103.474154,103.408294
34:34.7,103.348713,103.480705,103.520156,103.427965
34:39.3,103.26409,103.488227,103.453325,103.446042
34:43.7,103.389582,103.479959,103.452857,103.469191
34:49.4,103.351949,103.485111,103.430277,103.470941
34:54.9,103.36834,103.484876,103.45444,103.487892
35:00.0,103.332708,103.479749,103.465232,103.462197
35:05.0,103.354572,103.473696,103.479495,103.495957
35:09.8,103.358147,103.493146,103.503088,103.485616
35:14.5,103.344065,103.507091,103.491164,103.487587
35:19.9,103.327567,103.479695,103.472831,103.44991
35:24.8,103.255795,103.48052,103.466519,103.481999
35:29.2,103.347245,103.409067,103.430582,103.509925
35:34.5,103.432988,103.444862,103.466255,103.462968
35:39.1,103.367732,103.489611,103.492117,103.486088
35:44.9,103.360305,103.47605,103.477213,103.507693
35:48.5,103.316809,103.453187,103.459302,103.46578
35:54.2,103.360588,103.540908,103.435292,103.469629
35:59.2,103.330757,103.425874,103.456066,103.474556
36:04.5,103.343854,103.496687,103.51544,103.42683
36:09.9,103.329582,103.478468,103.486697,103.48936
36:14.9,103.391538,103.494651,103.45829,103.495661
36:19.9,103.336218,103.486096,103.482447,103.477265
36:24.7,103.354237,103.479329,103.48996,103.534375
36:29.7,103.323071,103.502286,103.492813,103.478571
36:34.3,103.344133,103.497593,103.493852,103.480894
36:40.0,103.355111,103.512283,103.452918,103.491408
36:44.9,103.270044,103.523834,103.528203,103.486918
36:49.4,103.371779,103.415211,103.542021,103.48081
36:54.8,103.32194,103.47518,103.497765,103.482893
36:59.6,103.370439,103.450907,103.457321,103.495269
37:04.8,103.365039,103.480862,103.441126,103.47445
37:09.7,103.347912,103.525588,103.557866,103.482579
37:14.6,103.346054,103.486782,103.467592,103.468295
37:19.6,103.371071,103.480238,103.487945,103.460287
37:24.1,103.320179,103.518041,103.500396,103.477826
37:29.5,103.362496,103.527352,103.505639,103.501678
37:34.7,103.349173,103.478841,103.477207,103.501883
37:39.9,103.310298,103.546701,103.4722,103.48234
37:44.3,103.3461,103.447556,103.476855,103.499778
37:49.7,103.364533,103.451853,103.478262,103.47218
37:54.8,103.324943,103.446968,103.472007,103.511351
37:59.8,103.372724,103.426686,103.497129,103.503817
38:05.0,103.356185,103.493631,103.451195,103.478073
38:08.7,103.331696,103.456161,103.483263,103.480338
38:14.8,103.328607,103.4663,103.474424,103.472418
38:18.9,103.330008,103.525333,103.47606,103.504806
38:24.9,103.347224,103.499745,103.484625,103.492378
38:30.0,103.327324,103.509695,103.479821,103.492683
38:34.6,103.333546,103.523551,103.40602,103.393579
38:37.4,103.328256,103.553016,103.484097,103.470066
38:45.0,103.356616,103.477335,103.510823,103.47877
38:48.8,103.306607,103.469921,103.529747,103.470147
38:54.4,103.323447,103.472237,103.473649,103.487268
38:59.5,103.387857,103.521022,103.502203,103.497878
39:05.0,103.340993,103.474084,103.477958,103.528569
39:10.0,103.3455,103.431814,103.476333,103.500014
39:14.9,103.322427,103.438142,103.459524,103.427693
39:20.0,103.306025,103.47285,103.500941,103.466516
39:24.8,103.345919,103.468191,103.486465,103.492745
39:29.2,103.311595,103.481431,103.491293,103.44451
39:34.5,103.391186,103.477131,103.518273,103.500185
39:39.2,103.332079,103.465107,103.419598,103.554707
39:44.9,103.362269,103.489791,103.512019,103.498271
39:49.0,103.346153,103.468064,103.554152,103.471335
39:55.0,103.363335,103.50957,103.474464,103.486867
39:59.5,103.303964,103.487079,103.487433,103.487472
40:04.8,103.344657,103.477078,103.459221,103.503418
40:09.7,103.328544,103.492624,103.467324,103.589202
40:15.0,103.363846,103.467953,103.472105,103.466995
40:17.9,103.341431,103.479616,103.406364,103.466766
40:23.1,103.382175,103.504404,103.483721,103.468221
40:29.8,103.360323,103.515201,103.472655,103.509808
40:34.2,103.351368,103.492317,103.46346,103.414298
40:39.7,103.303886,103.503153,103.472975,103.476924
40:44.8,103.361042,103.471567,103.47007,103.536255
40:49.6,103.39229,103.465539,103.47452,103.500468
40:54.2,103.361814,103.489543,103.47592,103.488297
40:59.8,103.360437,103.47018,103.481973,103.499731
41:04.0,103.285555,103.492431,103.463621,103.510121
41:09.9,103.355993,103.468004,103.428206,103.472027
41:14.8,103.388262,103.474283,103.451112,103.487926
41:19.4,103.343475,103.47222,103.478357,103.477407
41:24.8,103.301085,103.459808,103.482409,103.486236
41:29.4,103.339452,103.504388,103.541499,103.36568
41:34.8,103.282382,103.472717,103.374105,103.519068
41:39.4,103.385017,103.466837,103.482515,103.504906
41:43.9,103.336177,103.46003,103.409309,103.493493
41:49.9,103.352383,103.469099,103.477833,103.491856
41:54.2,103.333586,103.472899,103.481782,103.424109
41:59.5,103.322786,103.472591,103.486476,103.445562
42:05.0,103.37295,103.492689,103.467203,103.47171
42:09.8,103.346188,103.482859,103.515755,103.479676
42:14.3,103.239733,103.474413,103.462743,103.490856
42:20.0,103.348123,103.439276,103.466512,103.472664
42:24.9,103.323773,103.528191,103.446114,103.467338
42:29.9,103.330405,103.483339,103.464329,103.466732
42:34.3,103.342493,103.495383,103.420943,103.471846
42:39.7,103.349752,103.485634,103.458452,103.487403
42:43.6,103.326469,103.42922,103.456779,103.478707
42:49.8,103.433432,103.460074,103.435212,103.46906
42:54.8,103.287906,103.471553,103.464251,103.469805
42:58.9,103.332284,103.529493,103.489698,103.476847
43:04.7,103.362573,103.465465,103.444254,103.464757
43:09.5,103.314209,103.459466,103.377423,103.490243
43:14.7,103.313091,103.452645,103.497167,103.533707
43:19.8,103.355651,103.460918,103.488401,103.416295
43:24.4,103.350098,103.497756,103.477472,103.481039
43:30.0,103.306534,103.429715,103.445138,103.454219
43:34.1,103.333929,103.472154,103.480706,103.48841
43:38.9,103.326921,103.475841,103.461023,103.490319
43:44.8,103.390854,103.480207,103.449098,103.510662
43:49.6,103.398835,103.458104,103.482769,103.41503
43:55.0,103.335085,103.461282,103.46395,103.502276
43:59.8,103.34741,103.456232,103.452842,103.504069
44:04.9,103.289632,103.460259,103.41166,103.429717
44:09.0,103.330653,103.448482,103.450728,103.490728
44:14.7,103.364007,103.42408,103.455576,103.481236
44:19.3,103.360394,103.482751,103.475334,103.487426
44:25.0,103.336133,103.449625,103.492506,103.49641
44:29.3,103.344968,103.489337,103.486671,103.465519
44:34.6,103.340689,103.406552,103.530181,103.489883
44:39.1,103.320513,103.507986,103.458785,103.436158
44:44.7,103.347274,103.474435,103.429393,103.427613
44:49.3,103.322182,103.453585,103.469592,103.448105
44:54.9,103.328294,103.478789,103.507362,103.496157
44:58.3,103.338676,103.476448,103.524901,103.497799
45:03.7,103.346519,103.456707,103.492093,103.456286
45:07.9,103.355237,103.462954,103.488523,103.491987
45:14.5,103.42059,103.469227,103.474009,103.481102
45:18.1,103.299288,103.470641,103.466514,103.484146
45:24.6,103.352226,103.477891,103.501842,103.479859
45:29.9,103.382429,103.473149,103.454142,103.463616
45:34.8,103.317371,103.489333,103.488675,103.460293
45:40.0,103.321956,103.490917,103.449517,103.463824
45:44.1,103.32813,103.480481,103.4727,103.49257
45:48.8,103.315817,103.481495,103.4512,103.489143
45:53.7,103.365134,103.468647,103.485989,103.480583
45:59.9,103.353087,103.466459,103.474657,103.48083
46:04.6,103.343914,103.476094,103.496925,103.509654
46:09.5,103.305116,103.504806,103.498649,103.525631
46:14.8,103.327597,103.487565,103.480573,103.470003
46:19.6,103.322879,103.412841,103.479044,103.506808
46:25.0,103.340221,103.462528,103.471748,103.494112
46:29.2,103.377607,103.457068,103.460181,103.459185
46:34.7,103.338979,103.481166,103.516596,103.488981
46:39.9,103.316991,103.519978,103.46778,103.499703
46:44.8,103.354433,103.476563,103.464025,103.524541
46:49.9,103.335939,103.46066,103.443212,103.46608
46:54.1,103.320937,103.461058,103.457762,103.519363
46:59.8,103.382882,103.49668,103.476783,103.513447
47:04.6,103.401306,103.482198,103.47547,103.504519
47:09.9,103.322105,103.485913,103.529737,103.492009
47:13.7,103.339857,103.47865,103.473058,103.49862
47:19.6,103.303989,103.47787,103.462394,103.502856
47:23.8,103.348646,103.485391,103.454498,103.489733
47:29.9,103.329067,103.466239,103.481682,103.480479
47:34.8,103.34733,103.540023,103.428939,103.493072
47:40.0,103.393044,103.486263,103.496629,103.489681
47:41.4,103.314711,103.482105,103.468521,103.495342
47:47.7,103.324872,103.484753,103.443765,103.523824
47:55.0,103.360441,103.446755,103.45528,103.482318
47:59.9,103.289821,103.477923,103.440536,103.483967
48:05.0,103.345954,103.46341,103.476322,103.4407
48:09.7,103.370469,103.545443,103.519407,103.497205
48:14.9,103.355079,103.460997,103.498493,103.487441
48:18.4,103.294763,103.470678,103.459144,103.495172
,,,,
48:29.2,103.309136,103.46804,103.424616,103.465289
48:34.8,103.349707,103.488455,103.448152,103.512176
48:39.1,103.335604,103.465312,103.487094,103.489776
48:44.7,103.355693,103.490463,103.51209,103.456118
48:49.6,103.322999,103.476903,103.499379,103.473938
48:54.8,103.279309,103.488643,103.44878,103.484255
49:00.0,103.331439,103.478096,103.443374,103.490094
49:04.9,103.319756,103.4856,103.513977,103.491894
49:10.0,103.328855,103.479562,103.511211,103.475728
49:14.9,103.301859,103.448074,103.400254,103.568791
49:18.9,103.356675,103.461362,103.477877,103.519999
49:23.7,103.41008,103.453017,103.529535,103.552845
49:29.8,103.330573,103.487099,103.462953,103.493405
49:34.6,103.345955,103.518097,103.491589,103.508761
49:39.7,103.333094,103.489665,103.503707,103.486931
49:45.0,103.295147,103.502694,103.493733,103.494548
49:49.7,103.315723,103.462454,103.499122,103.506324
49:54.9,103.328722,103.487506,103.480357,103.512422
49:59.3,103.32836,103.552998,103.488054,103.494375
50:04.8,103.35285,103.52814,103.488044,103.49171
50:09.4,103.354042,103.467533,103.494411,103.490166
50:15.0,103.317343,103.500817,103.493342,103.497588
50:19.5,103.351022,103.507737,103.494174,103.484175
50:24.4,103.357345,103.471745,103.484132,103.495244
50:29.9,103.387459,103.505917,103.455419,103.47147
50:34.8,103.33873,103.490151,103.467358,103.541174
50:39.5,103.354878,103.476684,103.513166,103.496197
50:44.8,103.327226,103.494853,103.499316,103.484846
50:49.8,103.355561,103.510606,103.468332,103.48203
50:54.7,103.351868,103.502483,103.461208,103.476217
50:59.6,103.372474,103.522715,103.456413,103.521408
51:04.6,103.344699,103.440704,103.59572,103.511371
51:10.0,103.359416,103.477221,103.489247,103.48646
51:14.0,103.378665,103.48162,103.500897,103.503544
51:18.5,103.340713,103.471572,103.507987,103.505498
51:24.2,103.37831,103.48846,103.503986,103.509887
51:29.5,103.355035,103.484935,103.478836,103.502554
51:35.0,103.378162,103.504855,103.540646,103.449458
51:39.8,103.353582,103.495538,103.499528,103.512651
51:44.8,103.366423,103.50003,103.521949,103.50141
51:49.6,103.355617,103.506981,103.498647,103.564309
51:54.1,103.3693,103.458033,103.515714,103.499094
51:59.7,103.369929,103.516619,103.484556,103.494017
52:04.8,103.345536,103.496615,103.495443,103.551216
52:09.9,103.353334,103.433489,103.502613,103.493038
52:14.8,103.351494,103.49729,103.508696,103.480176
52:20.0,103.360514,103.484013,103.501785,103.538432
52:24.6,103.358705,103.532633,103.514839,103.498996
52:29.7,103.306968,103.507666,103.509926,103.514312
52:34.7,103.478437,103.490731,103.516906,103.486734
52:39.9,103.385568,103.42151,103.51234,103.574261
52:44.2,103.371987,103.502652,103.489419,103.496246
52:49.2,103.352201,103.451087,103.487239,103.566737
52:53.9,103.35794,103.514035,103.446821,103.493637
52:56.8,103.38868,103.503673,103.456479,103.511972
53:04.8,103.382033,103.500468,103.433972,103.516191
53:09.0,103.353978,103.481605,103.500723,103.489882
53:14.9,103.347623,103.607556,103.481126,103.480406
53:19.9,103.365721,103.503866,103.513452,103.512242
53:23.1,103.350938,103.477479,103.463113,103.536411
53:29.0,103.350675,103.494119,103.47307,103.474875
53:34.9,103.380674,103.507217,103.505922,103.501127
53:39.1,103.388468,103.487711,103.492805,103.434708
53:45.0,103.372442,103.499072,103.517903,103.474962
53:50.0,103.377855,103.493432,103.438894,103.513844
53:54.4,103.343964,103.518964,103.508796,103.511053
53:57.1,103.357209,103.498952,103.505963,103.530094
54:04.9,103.443241,103.464308,103.505564,103.531924
54:09.8,103.331772,103.495168,103.509553,103.49672
54:13.9,103.33679,103.502158,103.491018,103.48866
54:19.8,103.36971,103.509592,103.518242,103.606759
54:24.6,103.336821,103.487144,103.49491,103.49814
54:29.6,103.367345,103.495159,103.497935,103.4863
54:34.3,103.347289,103.47098,103.504538,103.464993
54:39.8,103.390283,103.480623,103.457565,103.496368
54:44.8,103.360493,103.514062,103.529341,103.456004
54:49.7,103.378504,103.491937,103.512504,103.499385
54:54.8,103.374988,103.500734,103.494028,103.4905
54:58.1,103.359343,103.500548,103.481496,103.515375
55:04.9,103.361986,103.497551,103.469485,103.566951
55:09.7,103.333172,103.476575,103.527827,103.435292
55:14.0,103.360772,103.511444,103.497048,103.554134
55:19.1,103.345487,103.47513,103.490113,103.483475
55:24.3,103.344811,103.493865,103.497435,103.527328
55:29.2,103.358954,103.51228,103.483057,103.474866
55:34.8,103.382946,103.502029,103.51127,103.493716
55:39.6,103.377505,103.503635,103.448863,103.461523
55:44.6,103.29878,103.513016,103.500475,103.48335
55:49.4,103.405832,103.575693,103.491505,103.547365
55:55.0,103.359988,103.474495,103.518698,103.496001
55:59.3,103.359474,103.492478,103.491539,103.4918
56:05.0,103.371986,103.529551,103.506169,103.503878
56:09.9,103.360186,103.547011,103.488023,103.482902
56:14.9,103.350109,103.463086,103.452501,103.587296
56:19.4,103.372666,103.521454,103.497287,103.505024
56:24.5,103.355045,103.530445,103.436023,103.470952
56:30.0,103.350319,103.481605,103.493877,103.523511
56:34.7,103.373873,103.506699,103.53357,103.505981
,,,,
56:44.3,103.346041,103.50871,103.655246,103.518279
56:49.8,103.388065,103.508431,103.507373,103.50276
56:54.9,103.337727,103.471801,103.496367,103.544591
56:59.7,103.352187,103.49371,103.479366,103.544732
57:04.6,103.364598,103.472009,103.511385,103.472663
57:09.9,103.311682,103.508589,103.505141,103.49733
57:14.7,103.336228,103.486425,103.518637,103.510534
57:19.5,103.404917,103.498196,103.526215,103.585371
57:24.9,103.385308,103.47798,103.496932,103.507709
57:30.0,103.375758,103.507342,103.480028,103.619831
57:34.6,103.425038,103.49831,103.521801,103.500252
57:39.5,103.34733,103.497535,103.501653,103.539418
57:44.3,103.366639,103.478656,103.501999,103.486628
57:49.2,103.380253,103.507911,103.527254,103.513075
57:55.0,103.327978,103.499611,103.496755,103.484226
57:59.2,103.341369,103.446231,103.520406,103.483792
58:05.0,103.373051,103.445916,103.484704,103.489879
58:09.6,103.346721,103.496465,103.558735,103.515685
58:14.0,103.337771,103.510137,103.522212,103.464567
58:19.9,103.420944,103.496594,103.495617,103.520881
58:23.7,103.382697,103.536381,103.515792,103.499291
58:29.9,103.360719,103.513624,103.477964,103.52377
58:34.5,103.354566,103.541485,103.544687,103.49613
58:39.7,103.350215,103.458389,103.479997,103.508424
58:45.0,103.36784,103.4768,103.518753,103.533496
58:49.9,103.345848,103.468672,103.497164,103.504809
58:53.4,103.405272,103.510276,103.532002,103.475769
58:57.9,103.299597,103.560164,103.483177,103.513225
59:04.4,103.381879,103.541148,103.527968,103.575579
59:09.7,103.351986,103.494971,103.46577,103.494744
59:14.9,103.385005,103.483306,103.401705,103.557482
59:19.8,103.31776,103.51685,103.47783,103.719506
59:24.7,103.342965,103.343715,103.481206,103.457019
59:29.6,103.329567,103.507708,103.512531,103.506464
59:35.0,103.372979,103.530719,103.513762,103.521186
59:39.9,103.339398,103.497513,103.485372,103.505379
59:44.7,103.35616,103.460097,103.50975,103.504853
59:49.7,103.400284,103.540626,103.537706,103.511565
59:55.0,103.361454,103.489851,103.471656,103.513946
59:59.7,103.297601,103.503859,103.513502,103.517509
00:04.8,103.360995,103.50518,103.509191,103.460227
00:10.0,103.365711,103.542157,103.482094,103.482947
00:14.7,103.353202,103.49837,103.516317,103.446489
00:19.6,103.37137,103.504878,103.443822,103.506685
00:24.9,103.333524,103.50085,103.477989,103.493284
00:29.9,103.353078,103.484681,103.504383,103.509399
00:35.0,103.343072,103.517706,103.496351,103.448937
00:38.6,103.380036,103.487503,103.538238,103.51836
00:45.0,103.348763,103.485098,103.510297,103.499321
00:49.9,103.366578,103.526071,103.452295,103.563923
00:54.9,103.339381,103.525966,103.502502,103.520285
00:59.8,103.327349,103.479894,103.459613,103.542224
01:03.5,103.355874,103.507901,103.507466,103.526588
01:09.4,103.398805,103.494872,103.520529,103.522523
01:14.4,103.363306,103.49398,103.486947,103.528562
01:19.8,103.359233,103.469185,103.500389,103.49456
01:24.9,103.359735,103.528365,103.468883,103.507427
01:29.7,103.327362,103.492389,103.489969,103.522286
01:34.6,103.271916,103.454568,103.475852,103.472372
01:40.0,103.372769,103.49848,103.489841,103.522253
01:45.0,103.354065,103.505243,103.545555,103.498804
01:50.0,103.332185,103.526954,103.481356,103.487379
01:55.0,103.356472,103.481809,103.509422,103.490987
01:59.8,103.380657,103.487002,103.512419,103.493772
02:04.9,103.324163,103.542252,103.486385,103.481787
02:09.7,103.360403,103.527165,103.471526,103.492748
02:14.8,103.338492,103.482865,103.51222,103.559254
02:19.9,103.35051,103.519618,103.514946,103.495762
